,Area,Street,Postal Code
640,Maitama,Lake Cha Cr․,900271
641,Maitama,Limropo St․,900271
642,Maitama,Madeira St․,900271
643,Maitama,Ngadda Cr․,900271
644,Maitama,Nue St․,900271
645,Maitama,Ofiki St․,900271
646,Maitama,Ona Cr․,900271
647,Maitama,Onega St․,900271
648,Maitama,Ontario Cr․,900271
649,Maitama,Onwul Cr․,900271
650,Maitama,Orange Cr․,900271
651,Maitama,Osse St.,900271
652,Maitama,Punji Cr․,900271
653,Maitama,Rio Gaia St․,900271
654,Maitama,Rudolf St․,900271
655,Maitama,Sambreiro Cr․,900271
656,Maitama,Tana St․,900271
657,Maitama,Taraba Cr․,900271
658,Maitama,Usuma St․,900271
659,Maitama,Volta Cr․,900271
660,Maitama,Wuye Cr․,900271
661,Maitama,Yapa St․,900271
662,Maitama,Zaire Cr․,900271
663,Maitama,Zambezi Cr․,900271
664,Maitama,Zamfara Cr․,900271
665,Maitama,Aguyi Ironsi St.,900271
666,Maitama,Alvan Ikoko Way,900271
667,Maitama,Amazon St․,900271
668,Maitama,Batanji Cr․,900271
669,Maitama,Danube St․,900271
670,Maitama,Dep. St․,900271
671,Maitama,Erie Cr․,900271
672,Maitama,Euphrates St․,900271
673,Maitama,Gana St․,900271
674,Maitama,Ganges St․,900271
675,Maitama,Ibrahim Babangida Way,900271
676,Maitama,Inner Northern Express Way,900271
677,Maitama,Katsina Ala Cr․,900271
678,Maitama,Kunene Cr․,900271
679,Maitama,Lena Cr․,900271
680,Maitama,Mississippi St.,900271
681,Maitama,Murtala Mohd (N) Way,900271
682,Maitama,Nile St․,900271
683,Maitama,Nnamdi Azikwe Way,900271
684,Maitama,North Transit Way,900271
685,Maitama,Orinaco Cr․,900271
686,Maitama,Osun St․,900271
687,Maitama,Panama St․,900271
688,Maitama,Rhine St․,900271
689,Maitama,Rima St․,900271
690,Maitama,Ruwana St․,900271
691,Maitama,Sangha St.,900271
692,Maitama,Shasha Cr․,900271
693,Maitama,Shehu Shagari (N) Way,900271
694,Maitama,Shehu Yaradua Way,900271
695,Maitama,Tanganyika St․,900271
696,Maitama,Tennesse Cr․,900271
697,Maitama,Tubo Cr․,900271
698,Maitama,Uruguay St․,900271
699,Maitama,Vaal St․,900271
700,Maitama,Vananern Cr․,900271
701,Maitama,Vattern St․,900271
702,Maitama,Volga St.,900271
703,Maitama,Alvan Ikoku Way,900221
704,Maitama,Akore Cr․,900271
705,Maitama,Amsteam St․,900271
706,Maitama,Asa St․,900271
707,Maitama,Barawa St․,900271
708,Maitama,Cesteem St․,900271
709,Maitama,Challawa Cr․,900271
710,Maitama,Cuito St․,900271
711,Maitama,Komoe Cr․,900271
712,Maitama,Lake Cha Cr․,900271
713,Maitama,Limropo St․,900271
714,Maitama,Madeira St․,900271
715,Maitama,Ngadda Cr․,900271
716,Maitama,Nue St․,900271
717,Maitama,Ofiki St․,900271
718,Maitama,Ona Cr․,900271
719,Maitama,Onega St․,900271
720,Maitama,Ontario Cr․,900271
721,Maitama,Onwul Cr․,900271
722,Maitama,Orange Cr․,900271
723,Maitama,Osse St.,900271
724,Maitama,Punji Cr․,900271
725,Maitama,Rio Gaia St․,900271
726,Maitama,Rudolf St․,900271
727,Maitama,Sambreiro Cr․,900271
728,Maitama,Tana St․,900271
729,Maitama,Taraba Cr․,900271
730,Maitama,Usuma St․,900271
731,Maitama,Volta Cr․,900271
732,Maitama,Wuye Cr․,900271
733,Maitama,Yapa St․,900271
734,Maitama,Zaire Cr․,900271
735,Maitama,Zambezi Cr․,900271
736,Maitama,Zamfara Cr․,900271
737,Maitama,Aguyi Ironsi St.,900271
738,Maitama,Alvan Ikoko Way,900271
739,Maitama,Amazon St․,900271
740,Maitama,Batanji Cr․,900271
741,Maitama,Danube St․,900271
742,Maitama,Dep. St․,900271
743,Maitama,Erie Cr․,900271
744,Maitama,Euphrates St․,900271
745,Maitama,Gana St․,900271
746,Maitama,Ganges St․,900271
747,Maitama,Ibrahim Babangida Way,900271
748,Maitama,Inner Northern Express Way,900271
749,Maitama,Katsina Ala Cr․,900271
750,Maitama,Kunene Cr․,900271
751,Maitama,Lena Cr․,900271
752,Maitama,Mississippi St.,900271
753,Maitama,Murtala Mohd (N) Way,900271
754,Maitama,Nile St․,900271
755,Maitama,Nnamdi Azikwe Way,900271
756,Maitama,North Transit Way,900271
757,Maitama,Orinaco Cr․,900271
758,Maitama,Osun St․,900271
759,Maitama,Panama St․,900271
760,Maitama,Rhine St․,900271
761,Maitama,Rima St․,900271
762,Maitama,Ruwana St․,900271
763,Maitama,Sangha St.,900271
764,Maitama,Shasha Cr․,900271
765,Maitama,Shehu Shagari (N) Way,900271
766,Maitama,Shehu Yaradua Way,900271
767,Maitama,Tanganyika St․,900271
768,Maitama,Tennesse Cr․,900271
769,Maitama,Tubo Cr․,900271
770,Maitama,Uruguay St․,900271
771,Maitama,Vaal St․,900271
772,Maitama,Vananern Cr․,900271
773,Maitama,Vattern St․,900271
774,Maitama,Volga St.,900271
775,Maitama,Alvan Ikoku Way,900221
776,Maitama,Akore Cr․,900271
777,Maitama,Amsteam St․,900271
778,Maitama,Asa St․,900271
779,Maitama,Barawa St․,900271
780,Maitama,Cesteem St․,900271
781,Maitama,Challawa Cr․,900271
782,Maitama,Cuito St․,900271
783,Maitama,Komoe Cr․,900271
784,Maitama,Lake Cha Cr․,900271
785,Maitama,Limropo St․,900271
786,Maitama,Madeira St․,900271
787,Maitama,Ngadda Cr․,900271
788,Maitama,Nue St․,900271
789,Maitama,Ofiki St․,900271
790,Maitama,Ona Cr․,900271
791,Maitama,Onega St․,900271
792,Maitama,Ontario Cr․,900271
793,Maitama,Onwul Cr․,900271
794,Maitama,Orange Cr․,900271
795,Maitama,Osse St.,900271
796,Maitama,Punji Cr․,900271
797,Maitama,Rio Gaia St․,900271
798,Maitama,Rudolf St․,900271
799,Maitama,Sambreiro Cr․,900271
800,Maitama,Tana St․,900271
801,Maitama,Taraba Cr․,900271
802,Maitama,Usuma St․,900271
803,Maitama,Volta Cr․,900271
804,Maitama,Wuye Cr․,900271
805,Maitama,Yapa St․,900271
806,Maitama,Zaire Cr․,900271
807,Maitama,Zambezi Cr․,900271
808,Maitama,Zamfara Cr․,900271
809,Maitama,Aguyi Ironsi St.,900271
810,Maitama,Alvan Ikoko Way,900271
811,Maitama,Amazon St․,900271
812,Maitama,Batanji Cr․,900271
813,Maitama,Danube St․,900271
814,Maitama,Dep. St․,900271
815,Maitama,Erie Cr․,900271
816,Maitama,Euphrates St․,900271
817,Maitama,Gana St․,900271
818,Maitama,Ganges St․,900271
819,Maitama,Ibrahim Babangida Way,900271
820,Maitama,Inner Northern Express Way,900271
821,Maitama,Katsina Ala Cr․,900271
822,Maitama,Kunene Cr․,900271
823,Maitama,Lena Cr․,900271
824,Maitama,Mississippi St.,900271
825,Maitama,Murtala Mohd (N) Way,900271
826,Maitama,Nile St․,900271
827,Maitama,Nnamdi Azikwe Way,900271
828,Maitama,North Transit Way,900271
829,Maitama,Orinaco Cr․,900271
830,Maitama,Osun St․,900271
831,Maitama,Panama St․,900271
832,Maitama,Rhine St․,900271
833,Maitama,Rima St․,900271
834,Maitama,Ruwana St․,900271
835,Maitama,Sangha St.,900271
836,Maitama,Shasha Cr․,900271
837,Maitama,Shehu Shagari (N) Way,900271
838,Maitama,Shehu Yaradua Way,900271
839,Maitama,Tanganyika St․,900271
840,Maitama,Tennesse Cr․,900271
841,Maitama,Tubo Cr․,900271
842,Maitama,Uruguay St․,900271
843,Maitama,Vaal St․,900271
844,Maitama,Vananern Cr․,900271
845,Maitama,Vattern St․,900271
846,Maitama,Volga St.,900271
847,Maitama,Alvan Ikoku Way,900221
848,Maitama,Akore Cr․,900271
849,Maitama,Amsteam St․,900271
850,Maitama,Asa St․,900271
851,Maitama,Barawa St․,900271
852,Maitama,Cesteem St․,900271
853,Maitama,Challawa Cr․,900271
854,Maitama,Cuito St․,900271
855,Maitama,Komoe Cr․,900271
856,Maitama,Lake Cha Cr․,900271
857,Maitama,Limropo St․,900271
858,Maitama,Madeira St․,900271
859,Maitama,Ngadda Cr․,900271
860,Maitama,Nue St․,900271
861,Maitama,Ofiki St․,900271
862,Maitama,Ona Cr․,900271
863,Maitama,Onega St․,900271
864,Maitama,Ontario Cr․,900271
865,Maitama,Onwul Cr․,900271
866,Maitama,Orange Cr․,900271
867,Maitama,Osse St.,900271
868,Maitama,Punji Cr․,900271
869,Maitama,Rio Gaia St․,900271
870,Maitama,Rudolf St․,900271
871,Maitama,Sambreiro Cr․,900271
872,Maitama,Tana St․,900271
873,Maitama,Taraba Cr․,900271
874,Maitama,Usuma St․,900271
875,Maitama,Volta Cr․,900271
876,Maitama,Wuye Cr․,900271
877,Maitama,Yapa St․,900271
878,Maitama,Zaire Cr․,900271
879,Maitama,Zambezi Cr․,900271
880,Maitama,Zamfara Cr․,900271
881,Maitama,Aguyi Ironsi St.,900271
882,Maitama,Alvan Ikoko Way,900271
883,Maitama,Amazon St․,900271
884,Maitama,Batanji Cr․,900271
885,Maitama,Danube St․,900271
886,Maitama,Dep. St․,900271
887,Maitama,Erie Cr․,900271
888,Maitama,Euphrates St․,900271
889,Maitama,Gana St․,900271
890,Maitama,Ganges St․,900271
891,Maitama,Ibrahim Babangida Way,900271
892,Maitama,Inner Northern Express Way,900271
893,Maitama,Katsina Ala Cr․,900271
894,Maitama,Kunene Cr․,900271
895,Maitama,Lena Cr․,900271
896,Maitama,Mississippi St.,900271
897,Maitama,Murtala Mohd (N) Way,900271
898,Maitama,Nile St․,900271
899,Maitama,Nnamdi Azikwe Way,900271
900,Maitama,North Transit Way,900271
901,Maitama,Orinaco Cr․,900271
902,Maitama,Osun St․,900271
903,Maitama,Panama St․,900271
904,Maitama,Rhine St․,900271
905,Maitama,Rima St․,900271
906,Maitama,Ruwana St․,900271
907,Maitama,Sangha St.,900271
908,Maitama,Shasha Cr․,900271
909,Maitama,Shehu Shagari (N) Way,900271
910,Maitama,Shehu Yaradua Way,900271
911,Maitama,Tanganyika St․,900271
912,Maitama,Tennesse Cr․,900271
913,Maitama,Tubo Cr․,900271
914,Maitama,Uruguay St․,900271
915,Maitama,Vaal St․,900271
916,Maitama,Vananern Cr․,900271
917,Maitama,Vattern St․,900271
918,Maitama,Volga St.,900271
919,Maitama,Alvan Ikoku Way,900221
920,Three Arms Zone,Alvan Ikoku Way,900221
921,Three Arms Zone,Asokoro Ave.,900221
922,Three Arms Zone,Inner Northern Express Way,900221
923,Three Arms Zone,"Maitama Ave., Mississippi St․",900221
924,Three Arms Zone,Murtala Mohammed Exp (N) Way,900221
925,Three Arms Zone,Outhern Northern Express Way,900221
926,Three Arms Zone,Shehu Shagari (S) Way,900221
927,Three Arms Zone,Thames St․,900221
928,Three Arms Zone,Tigris Cr․,900221
929,Three Arms Zone,Yedsebam St․,900221
930,Three Arms Zone,Zambezi Cr.,900221
931,Three Arms Zone,Adetokunbo Ademola Cr․,900288
932,Three Arms Zone,Alvan Ikoku Way,900221
933,Three Arms Zone,Asokoro Ave.,900221
934,Three Arms Zone,Inner Northern Express Way,900221
935,Three Arms Zone,"Maitama Ave., Mississippi St․",900221
936,Three Arms Zone,Murtala Mohammed Exp (N) Way,900221
937,Three Arms Zone,Outhern Northern Express Way,900221
938,Three Arms Zone,Shehu Shagari (S) Way,900221
939,Three Arms Zone,Thames St․,900221
940,Three Arms Zone,Tigris Cr․,900221
941,Three Arms Zone,Yedsebam St․,900221
942,Three Arms Zone,Zambezi Cr.,900221
943,Three Arms Zone,Adetokunbo Ademola Cr․,900288
944,Three Arms Zone,Alvan Ikoku Way,900221
945,Three Arms Zone,Asokoro Ave.,900221
946,Three Arms Zone,Inner Northern Express Way,900221
947,Three Arms Zone,"Maitama Ave., Mississippi St․",900221
948,Three Arms Zone,Murtala Mohammed Exp (N) Way,900221
949,Three Arms Zone,Outhern Northern Express Way,900221
950,Three Arms Zone,Shehu Shagari (S) Way,900221
951,Three Arms Zone,Thames St․,900221
952,Three Arms Zone,Tigris Cr․,900221
953,Three Arms Zone,Yedsebam St․,900221
954,Three Arms Zone,Zambezi Cr.,900221
955,Three Arms Zone,Adetokunbo Ademola Cr․,900288
956,Three Arms Zone,Alvan Ikoku Way,900221
957,Three Arms Zone,Asokoro Ave.,900221
958,Three Arms Zone,Inner Northern Express Way,900221
959,Three Arms Zone,"Maitama Ave., Mississippi St․",900221
960,Three Arms Zone,Murtala Mohammed Exp (N) Way,900221
961,Three Arms Zone,Outhern Northern Express Way,900221
962,Three Arms Zone,Shehu Shagari (S) Way,900221
963,Three Arms Zone,Thames St․,900221
964,Three Arms Zone,Tigris Cr․,900221
965,Three Arms Zone,Yedsebam St․,900221
966,Three Arms Zone,Zambezi Cr.,900221
967,Three Arms Zone,Adetokunbo Ademola Cr․,900288
968,Wuse II,Adetokunbo Ademola Cr․,900288
969,Wuse II,Agadez Cr․,900288
970,Wuse II,Ahmadu Bello Way,900288
971,Wuse II,Alex Sandra Cr․,900288
972,Wuse II,Aminu Kano Cr․,900288
973,Wuse II,Baguy St․,900288
974,Wuse II,Bajul St․,900288
975,Wuse II,Bantyle St․,900288
976,Wuse II,Barosalem St․,900288
977,Wuse II,Beira St․,900288
978,Wuse II,Buchanan Cr․,900288
979,Wuse II,Bujmburra St․,900288
980,Wuse II,Cassabulanka St.,900288
981,Wuse II,Durban St․,900288
982,Wuse II,Fez St․,900288
983,Wuse II,Freetown St․,900288
984,Wuse II,Herbert Macualay Way,900288
985,Wuse II,Hombari St․,900288
986,Wuse II,Ibrahim Babangida Way,900288
987,Wuse II,Kampala St.,900288
988,Wuse II,Kumasi St․,900288
989,Wuse II,Libravile Cr․,900288
990,Wuse II,Lingu Cr․,900288
991,Wuse II,Lubito Cr․,900288
992,Wuse II,Madona Cr․,900288
993,Wuse II,Marakeshi St․,900288
994,Wuse II,Metel St․,900288
995,Wuse II,Moronvia St.,900288
996,Wuse II,Moshi Cr․,900288
997,Wuse II,Nairobi Cr․,900288
998,Wuse II,Northern Park Way,900288
999,Wuse II,Ojibuti Cr․,900288
1000,Wuse II,Outher Northern Transit Way,900288
1001,Wuse II,Partomuro Cr․,900288
1002,Wuse II,Sani Abacha Way,900288
1003,Wuse II,Sekondi St․,900288
1004,Wuse II,Sir Kasim Ibrahim Way,900288
1005,Wuse II,Sultan Abubakar St․,900288
1006,Wuse II,Tarkwa Cr․,900288
1007,Wuse II,Wanda Cr.,900288
1008,Wuse II,Arugha Cr․,900281
1009,Wuse II,Adetokunbo Ademola Cr․,900288
1010,Wuse II,Agadez Cr․,900288
1011,Wuse II,Ahmadu Bello Way,900288
1012,Wuse II,Alex Sandra Cr․,900288
1013,Wuse II,Aminu Kano Cr․,900288
1014,Wuse II,Baguy St․,900288
1015,Wuse II,Bajul St․,900288
1016,Wuse II,Bantyle St․,900288
1017,Wuse II,Barosalem St․,900288
1018,Wuse II,Beira St․,900288
1019,Wuse II,Buchanan Cr․,900288
1020,Wuse II,Bujmburra St․,900288
1021,Wuse II,Cassabulanka St.,900288
1022,Wuse II,Durban St․,900288
1023,Wuse II,Fez St․,900288
1024,Wuse II,Freetown St․,900288
1025,Wuse II,Herbert Macualay Way,900288
1026,Wuse II,Hombari St․,900288
1027,Wuse II,Ibrahim Babangida Way,900288
1028,Wuse II,Kampala St.,900288
1029,Wuse II,Kumasi St․,900288
1030,Wuse II,Libravile Cr․,900288
1031,Wuse II,Lingu Cr․,900288
1032,Wuse II,Lubito Cr․,900288
1033,Wuse II,Madona Cr․,900288
1034,Wuse II,Marakeshi St․,900288
1035,Wuse II,Metel St․,900288
1036,Wuse II,Moronvia St.,900288
1037,Wuse II,Moshi Cr․,900288
1038,Wuse II,Nairobi Cr․,900288
1039,Wuse II,Northern Park Way,900288
1040,Wuse II,Ojibuti Cr․,900288
1041,Wuse II,Outher Northern Transit Way,900288
1042,Wuse II,Partomuro Cr․,900288
1043,Wuse II,Sani Abacha Way,900288
1044,Wuse II,Sekondi St․,900288
1045,Wuse II,Sir Kasim Ibrahim Way,900288
1046,Wuse II,Sultan Abubakar St․,900288
1047,Wuse II,Tarkwa Cr․,900288
1048,Wuse II,Wanda Cr.,900288
1049,Wuse II,Arugha Cr․,900281
1050,Wuse II,Adetokunbo Ademola Cr․,900288
1051,Wuse II,Agadez Cr․,900288
1052,Wuse II,Ahmadu Bello Way,900288
1053,Wuse II,Alex Sandra Cr․,900288
1054,Wuse II,Aminu Kano Cr․,900288
1055,Wuse II,Baguy St․,900288
1056,Wuse II,Bajul St․,900288
1057,Wuse II,Bantyle St․,900288
1058,Wuse II,Barosalem St․,900288
1059,Wuse II,Beira St․,900288
1060,Wuse II,Buchanan Cr․,900288
1061,Wuse II,Bujmburra St․,900288
1062,Wuse II,Cassabulanka St.,900288
1063,Wuse II,Durban St․,900288
1064,Wuse II,Fez St․,900288
1065,Wuse II,Freetown St․,900288
1066,Wuse II,Herbert Macualay Way,900288
1067,Wuse II,Hombari St․,900288
1068,Wuse II,Ibrahim Babangida Way,900288
1069,Wuse II,Kampala St.,900288
1070,Wuse II,Kumasi St․,900288
1071,Wuse II,Libravile Cr․,900288
1072,Wuse II,Lingu Cr․,900288
1073,Wuse II,Lubito Cr․,900288
1074,Wuse II,Madona Cr․,900288
1075,Wuse II,Marakeshi St․,900288
1076,Wuse II,Metel St․,900288
1077,Wuse II,Moronvia St.,900288
1078,Wuse II,Moshi Cr․,900288
1079,Wuse II,Nairobi Cr․,900288
1080,Wuse II,Northern Park Way,900288
1081,Wuse II,Ojibuti Cr․,900288
1082,Wuse II,Outher Northern Transit Way,900288
1083,Wuse II,Partomuro Cr․,900288
1084,Wuse II,Sani Abacha Way,900288
1085,Wuse II,Sekondi St․,900288
1086,Wuse II,Sir Kasim Ibrahim Way,900288
1087,Wuse II,Sultan Abubakar St․,900288
1088,Wuse II,Tarkwa Cr․,900288
1089,Wuse II,Wanda Cr.,900288
1090,Wuse II,Arugha Cr․,900281
1091,Wuse II,Adetokunbo Ademola Cr․,900288
1092,Wuse II,Agadez Cr․,900288
1093,Wuse II,Ahmadu Bello Way,900288
1094,Wuse II,Alex Sandra Cr․,900288
1095,Wuse II,Aminu Kano Cr․,900288
1096,Wuse II,Baguy St․,900288
1097,Wuse II,Bajul St․,900288
1098,Wuse II,Bantyle St․,900288
1099,Wuse II,Barosalem St․,900288
1100,Wuse II,Beira St․,900288
1101,Wuse II,Buchanan Cr․,900288
1102,Wuse II,Bujmburra St․,900288
1103,Wuse II,Cassabulanka St.,900288
1104,Wuse II,Durban St․,900288
1105,Wuse II,Fez St․,900288
1106,Wuse II,Freetown St․,900288
1107,Wuse II,Herbert Macualay Way,900288
1108,Wuse II,Hombari St․,900288
1109,Wuse II,Ibrahim Babangida Way,900288
1110,Wuse II,Kampala St.,900288
1111,Wuse II,Kumasi St․,900288
1112,Wuse II,Libravile Cr․,900288
1113,Wuse II,Lingu Cr․,900288
1114,Wuse II,Lubito Cr․,900288
1115,Wuse II,Madona Cr․,900288
1116,Wuse II,Marakeshi St․,900288
1117,Wuse II,Metel St․,900288
1118,Wuse II,Moronvia St.,900288
1119,Wuse II,Moshi Cr․,900288
1120,Wuse II,Nairobi Cr․,900288
1121,Wuse II,Northern Park Way,900288
1122,Wuse II,Ojibuti Cr․,900288
1123,Wuse II,Outher Northern Transit Way,900288
1124,Wuse II,Partomuro Cr․,900288
1125,Wuse II,Sani Abacha Way,900288
1126,Wuse II,Sekondi St․,900288
1127,Wuse II,Sir Kasim Ibrahim Way,900288
1128,Wuse II,Sultan Abubakar St․,900288
1129,Wuse II,Tarkwa Cr․,900288
1130,Wuse II,Wanda Cr.,900288
1131,Wuse II,Arugha Cr․,900281
1132,Wuse Zone 1,Arugha Cr․,900281
1133,Wuse Zone 1,Bulao St․,900281
1134,Wuse Zone 1,Choma St․,900281
1135,Wuse Zone 1,Delta St․,900281
1136,Wuse Zone 1,Garowa St․,900281
1137,Wuse Zone 1,Gondet St․,900281
1138,Wuse Zone 1,Harper Cr․,900281
1139,Wuse Zone 1,Humanbo Cr․,900281
1140,Wuse Zone 1,Kaolack St․,900281
1141,Wuse Zone 1,Kayes St․,900281
1142,Wuse Zone 1,Kigali St․,900281
1143,Wuse Zone 1,Massana St․,900281
1144,Wuse Zone 1,Nouachchott St․,900281
1145,Wuse Zone 1,Oran St․,900281
1146,Wuse Zone 1,Sultan Abubakar Way,900281
1147,Wuse Zone 1,Sunyani St․,900281
1148,Wuse Zone 1,Umme St․,900281
1149,Wuse Zone 1,Yanorach St.,900281
1150,Wuse Zone 1,Angola St․,900282
1151,Wuse Zone 1,Arugha Cr․,900281
1152,Wuse Zone 1,Bulao St․,900281
1153,Wuse Zone 1,Choma St․,900281
1154,Wuse Zone 1,Delta St․,900281
1155,Wuse Zone 1,Garowa St․,900281
1156,Wuse Zone 1,Gondet St․,900281
1157,Wuse Zone 1,Harper Cr․,900281
1158,Wuse Zone 1,Humanbo Cr․,900281
1159,Wuse Zone 1,Kaolack St․,900281
1160,Wuse Zone 1,Kayes St․,900281
1161,Wuse Zone 1,Kigali St․,900281
1162,Wuse Zone 1,Massana St․,900281
1163,Wuse Zone 1,Nouachchott St․,900281
1164,Wuse Zone 1,Oran St․,900281
1165,Wuse Zone 1,Sultan Abubakar Way,900281
1166,Wuse Zone 1,Sunyani St․,900281
1167,Wuse Zone 1,Umme St․,900281
1168,Wuse Zone 1,Yanorach St.,900281
1169,Wuse Zone 1,Angola St․,900282
1170,Wuse Zone 1,Arugha Cr․,900281
1171,Wuse Zone 1,Bulao St․,900281
1172,Wuse Zone 1,Choma St․,900281
1173,Wuse Zone 1,Delta St․,900281
1174,Wuse Zone 1,Garowa St․,900281
1175,Wuse Zone 1,Gondet St․,900281
1176,Wuse Zone 1,Harper Cr․,900281
1177,Wuse Zone 1,Humanbo Cr․,900281
1178,Wuse Zone 1,Kaolack St․,900281
1179,Wuse Zone 1,Kayes St․,900281
1180,Wuse Zone 1,Kigali St․,900281
1181,Wuse Zone 1,Massana St․,900281
1182,Wuse Zone 1,Nouachchott St․,900281
1183,Wuse Zone 1,Oran St․,900281
1184,Wuse Zone 1,Sultan Abubakar Way,900281
1185,Wuse Zone 1,Sunyani St․,900281
1186,Wuse Zone 1,Umme St․,900281
1187,Wuse Zone 1,Yanorach St.,900281
1188,Wuse Zone 1,Angola St․,900282
1189,Wuse Zone 1,Arugha Cr․,900281
1190,Wuse Zone 1,Bulao St․,900281
1191,Wuse Zone 1,Choma St․,900281
1192,Wuse Zone 1,Delta St․,900281
1193,Wuse Zone 1,Garowa St․,900281
1194,Wuse Zone 1,Gondet St․,900281
1195,Wuse Zone 1,Harper Cr․,900281
1196,Wuse Zone 1,Humanbo Cr․,900281
1197,Wuse Zone 1,Kaolack St․,900281
1198,Wuse Zone 1,Kayes St․,900281
1199,Wuse Zone 1,Kigali St․,900281
1200,Wuse Zone 1,Massana St․,900281
1201,Wuse Zone 1,Nouachchott St․,900281
1202,Wuse Zone 1,Oran St․,900281
1203,Wuse Zone 1,Sultan Abubakar Way,900281
1204,Wuse Zone 1,Sunyani St․,900281
1205,Wuse Zone 1,Umme St․,900281
1206,Wuse Zone 1,Yanorach St.,900281
1207,Wuse Zone 1,Angola St․,900282
1208,Wuse Zone 2,Angola St․,900282
1209,Wuse Zone 2,Bechar St․,900282
1210,Wuse Zone 2,Burundi St․,900282
1211,Wuse Zone 2,Faranmi St․,900282
1212,Wuse Zone 2,Gabes St․,900282
1213,Wuse Zone 2,Gaborone St․,900282
1214,Wuse Zone 2,Kisiamu St․,900282
1215,Wuse Zone 2,Khartoum St․,900282
1216,Wuse Zone 2,Koforidua St․,900282
1217,Wuse Zone 2,Korhogo St․,900282
1218,Wuse Zone 2,Kribi St․,900282
1219,Wuse Zone 2,Kumba St.,900282
1220,Wuse Zone 2,Lavumisa St․,900282
1221,Wuse Zone 2,Mambolo St․,900282
1222,Wuse Zone 2,Michael Okpara St․,900282
1223,Wuse Zone 2,Naimey St․,900282
1224,Wuse Zone 2,Quagadougou St․,900282
1225,Wuse Zone 2,Senanga St․,900282
1226,Wuse Zone 2,Sultan Abubakar St․,900282
1227,Wuse Zone 2,Tourggourt St.,900282
1228,Wuse Zone 2,Abidjam St․,900283
1229,Wuse Zone 2,Angola St․,900282
1230,Wuse Zone 2,Bechar St․,900282
1231,Wuse Zone 2,Burundi St․,900282
1232,Wuse Zone 2,Faranmi St․,900282
1233,Wuse Zone 2,Gabes St․,900282
1234,Wuse Zone 2,Gaborone St․,900282
1235,Wuse Zone 2,Kisiamu St․,900282
1236,Wuse Zone 2,Khartoum St․,900282
1237,Wuse Zone 2,Koforidua St․,900282
1238,Wuse Zone 2,Korhogo St․,900282
1239,Wuse Zone 2,Kribi St․,900282
1240,Wuse Zone 2,Kumba St.,900282
1241,Wuse Zone 2,Lavumisa St․,900282
1242,Wuse Zone 2,Mambolo St․,900282
1243,Wuse Zone 2,Michael Okpara St․,900282
1244,Wuse Zone 2,Naimey St․,900282
1245,Wuse Zone 2,Quagadougou St․,900282
1246,Wuse Zone 2,Senanga St․,900282
1247,Wuse Zone 2,Sultan Abubakar St․,900282
1248,Wuse Zone 2,Tourggourt St.,900282
1249,Wuse Zone 2,Abidjam St․,900283
1250,Wuse Zone 2,Angola St․,900282
1251,Wuse Zone 2,Bechar St․,900282
1252,Wuse Zone 2,Burundi St․,900282
1253,Wuse Zone 2,Faranmi St․,900282
1254,Wuse Zone 2,Gabes St․,900282
1255,Wuse Zone 2,Gaborone St․,900282
1256,Wuse Zone 2,Kisiamu St․,900282
1257,Wuse Zone 2,Khartoum St․,900282
1258,Wuse Zone 2,Koforidua St․,900282
1259,Wuse Zone 2,Korhogo St․,900282
1260,Wuse Zone 2,Kribi St․,900282
1261,Wuse Zone 2,Kumba St.,900282
1262,Wuse Zone 2,Lavumisa St․,900282
1263,Wuse Zone 2,Mambolo St․,900282
1264,Wuse Zone 2,Michael Okpara St․,900282
1265,Wuse Zone 2,Naimey St․,900282
1266,Wuse Zone 2,Quagadougou St․,900282
1267,Wuse Zone 2,Senanga St․,900282
1268,Wuse Zone 2,Sultan Abubakar St․,900282
1269,Wuse Zone 2,Tourggourt St.,900282
1270,Wuse Zone 2,Abidjam St․,900283
1271,Wuse Zone 2,Angola St․,900282
1272,Wuse Zone 2,Bechar St․,900282
1273,Wuse Zone 2,Burundi St․,900282
1274,Wuse Zone 2,Faranmi St․,900282
1275,Wuse Zone 2,Gabes St․,900282
1276,Wuse Zone 2,Gaborone St․,900282
1277,Wuse Zone 2,Kisiamu St․,900282
1278,Wuse Zone 2,Khartoum St․,900282
1279,Wuse Zone 2,Koforidua St․,900282
1280,Wuse Zone 2,Korhogo St․,900282
1281,Wuse Zone 2,Kribi St․,900282
1282,Wuse Zone 2,Kumba St.,900282
1283,Wuse Zone 2,Lavumisa St․,900282
1284,Wuse Zone 2,Mambolo St․,900282
1285,Wuse Zone 2,Michael Okpara St․,900282
1286,Wuse Zone 2,Naimey St․,900282
1287,Wuse Zone 2,Quagadougou St․,900282
1288,Wuse Zone 2,Senanga St․,900282
1289,Wuse Zone 2,Sultan Abubakar St․,900282
1290,Wuse Zone 2,Tourggourt St.,900282
1291,Wuse Zone 2,Abidjam St․,900283
1292,Wuse Zone 3,Abidjam St․,900283
1293,Wuse Zone 3,Al Fayyan St․,900283
1294,Wuse Zone 3,Algeria St․,900283
1295,Wuse Zone 3,Aswan St․,900283
1296,Wuse Zone 3,Bamenda St․,900283
1297,Wuse Zone 3,Casamank Cr․,900283
1298,Wuse Zone 3,Conakry St․,900283
1299,Wuse Zone 3,Diourbell St․,900283
1300,Wuse Zone 3,Herbert Marcaulay Way,900283
1301,Wuse Zone 3,Lubumbrasiru St․,900283
